name,capacity,technology,form factor,connectivity,release date,more tech info,dram inside,release year,capacity TBytes,power_idle,power_avg,power_max
Anaconda i3 (Phison E12S + Micron B27B),1 TB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,2020,MAP1202A-F1C,512 MB(1 TB model),2020,1,0,0,0
Anaconda i3 (MAP1202 + SK Hynix V7 512Gb),256 GB,TLCSK Hynix176-layer,M.2 2280,PCIe 3.0 x4,2020,MAP1202A-F1C,DRAM-less(32 MB HMB),2020,0.25,0,0,0
Anaconda i3 (MAP1202 + SK Hynix V7 512Gb),512 GB,TLCSK Hynix176-layer,M.2 2280,PCIe 3.0 x4,2020,MAP1202A-F1C,DRAM-less(32 MB HMB),2020,0.5,0,0,0
Anaconda i3 (MAP1202 + SK Hynix V7 512Gb),1 TB,TLCSK Hynix176-layer,M.2 2280,PCIe 3.0 x4,2020,MAP1202A-F1C,DRAM-less(32 MB HMB),2020,1,0,0,0
Anaconda i3 (MAP1202 + SK Hynix V7 512Gb),2 TB,TLCSK Hynix176-layer,M.2 2280,PCIe 3.0 x4,2020,MAP1202A-F1C,DRAM-less(32 MB HMB),2020,2,0,0,0
Aorus RGB SSD (Kioxia BiCS3),256 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Apr 2019,Phison E12,512 MB(512 GB model),2019,0.25,0,0,0
Aorus RGB SSD (Kioxia BiCS3),512 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Apr 2019,Phison E12,512 MB(512 GB model),2019,0.5,1,4,6
Aorus RGB SSD (Micron B27A),256 GB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Apr 2019,Phison E12,512 MB(512 GB model),2019,0.25,0,0,0
Aorus RGB SSD (Micron B27A),512 GB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Apr 2019,Phison E12,512 MB(512 GB model),2019,0.5,1,4,6
Aorus RGB AIC NVMe SSD,512 GB,TLCToshiba64-layer,Add-In Card,PCIe 3.0 x4,Apr 2019,Phison E12,1024 MB(1 TB model),2019,0.5,0.5,6,6
Aorus RGB AIC NVMe SSD,1 TB,TLCToshiba64-layer,Add-In Card,PCIe 3.0 x4,Apr 2019,Phison E12,1024 MB(1 TB model),2019,1,0.5,0,8
Aorus RAID SSD,2 TB,TLCMicron96-layer,Add-In Card,PCIe 3.0 x8,Jan 2020,Phison E12S,1024 MB(2 TB model),2020,2,6,0,12
Aorus Gen5 12000,1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Aug 2023,Phison E26,2048 MB(1 TB model),2023,1,6,8,12
Aorus Gen5 12000,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Aug 2023,Phison E26,2048 MB(1 TB model),2023,2,0.5,0,12
Aorus Gen4 SSD (v2),512 GB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,May 2019,Phison E16,1024 MB(1 TB model),2019,0.5,0,0,0
Aorus Gen4 SSD (v2),1 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,May 2019,Phison E16,1024 MB(1 TB model),2019,1,0,0,8
Aorus Gen4 SSD (v2),2 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,May 2019,Phison E16,1024 MB(1 TB model),2019,2,0,0,8
Aorus Gen4 SSD,512 GB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,May 2019,Phison E16,1024 MB(1 TB model),2019,0.5,0,0,0
Aorus Gen4 SSD,1 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,May 2019,Phison E16,1024 MB(1 TB model),2019,1,0,0,8
Aorus Gen4 SSD,2 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,May 2019,Phison E16,1024 MB(1 TB model),2019,2,0,0,8
Aorus Gen4 AIC SSD,2 TB,TLCToshiba96-layer,Add-In Card,PCIe 4.0 x16,Sep 2020,Phison E16,2048 MB(2 TB model),2020,2,6,0,12
Aorus Gen4 7300,1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jan 2023,Phison E18,1024 MB(1 TB model),2023,1,0.05,0,8
Aorus Gen4 7300,2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jan 2023,Phison E18,1024 MB(1 TB model),2023,2,0.05,0,10
Aorus Gen4 7000s SSD (E18 + B47R),1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E18,1024 MB(1 TB model),2021,1,0,0,0
Aorus Gen4 7000s SSD (E18 + B47R),2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E18,1024 MB(1 TB model),2021,2,0,0,0
Aorus Gen4 7000s SSD (E18 + B27B),1 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E18,1024 MB(1 TB model),2021,1,1,6,8
Aorus Gen4 7000s SSD (E18 + B27B),2 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E18,1024 MB(1 TB model),2021,2,1,6,10
Aorus Gen4 7000s Premium SSD (E18 + B47R),1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E18,1024 MB(1 TB model),2021,1,0,0,0
Aorus Gen4 7000s Premium SSD (E18 + B47R),2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E18,1024 MB(1 TB model),2021,2,0,0,0
Aorus Gen4 7000s Premium SSD (E18 + B27B),1 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E18,1024 MB(1 TB model),2021,1,1,6,8
Aorus Gen4 7000s Premium SSD (E18 + B27B),2 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E18,1024 MB(1 TB model),2021,2,1,6,10
Apacer Endurance NAS PPSS25,256 GB,TLCKioxia112-layer,"2.5""",SATA 6 Gbps,2022,Phison S11,DRAM-less,2022,0.25,0,0,0
Apacer Endurance NAS PPSS25,512 GB,TLCKioxia112-layer,"2.5""",SATA 6 Gbps,2022,Phison S11,DRAM-less,2022,0.5,0,0,0
Apacer AS2280Q4U (MAP1602 + YMTC EET1A),512 GB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Jul 2022,MAP1602A,DRAM-less(32 MB HMB),2022,0.5,0,0,0
Apacer AS2280Q4U (MAP1602 + YMTC EET1A),1 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Jul 2022,MAP1602A,DRAM-less(32 MB HMB),2022,1,0,0,0
Apacer AS2280Q4U (MAP1602 + YMTC EET1A),2 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Jul 2022,MAP1602A,DRAM-less(32 MB HMB),2022,2,0,0,0
Apacer AS2280Q4U (Phison E18 + Micron B47R),512 GB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jul 2022,Phison E18,1024 MB(1 TB model),2022,0.5,0.5,0,10
Apacer AS2280Q4U (Phison E18 + Micron B47R),1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jul 2022,Phison E18,1024 MB(1 TB model),2022,1,0.5,0,10
Apacer AS2280Q4U (Phison E18 + Micron B47R),2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jul 2022,Phison E18,1024 MB(1 TB model),2022,2,0.5,0,10
Apacer AS2280Q4,500 GB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Jul 2019,Phison E16,1024 MB(1 TB model),2019,0.48828125,0.05,0,8
Apacer AS2280Q4,1 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Jul 2019,Phison E16,1024 MB(1 TB model),2019,1,0.05,0,8
Apacer AS2280Q4,2 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Jul 2019,Phison E16,1024 MB(1 TB model),2019,2,0.05,0,8
Apacer AS2280P4U Pro (MAP1202 + SK Hynix V6 512Gb),256 GB,TLCSK Hynix128-layer,M.2 2280,PCIe 3.0 x4,Apr 2021,MAP1202A-F1C,Unknown,2021,0.25,0.5,0,6
Apacer AS2280P4U Pro (Phison E12S + Unkown TLC),256 GB,TLCUnknown,M.2 2280,PCIe 3.0 x4,Apr 2021,Phison E12S,Unknown,2021,0.25,0.5,0,6
Apacer AS2280P4U Pro (Phison E12S + Unkown TLC),512 GB,TLCUnknown,M.2 2280,PCIe 3.0 x4,Apr 2021,Phison E12S,Unknown,2021,0.5,0.5,0,6
Apacer AS2280P4U Pro (Phison E12S + Unkown TLC),1 TB,TLCUnknown,M.2 2280,PCIe 3.0 x4,Apr 2021,Phison E12S,Unknown,2021,1,0.5,0,6
Apacer AS2280P4U Pro (Phison E12S + Unkown TLC),2 TB,TLCUnknown,M.2 2280,PCIe 3.0 x4,Apr 2021,Phison E12S,Unknown,2021,2,0.5,0,6
Apple Macbook Air M2,256 GB,UnknownSK Hynix,Embedded,PCIe 3.0 x4,Jul 2022,Air M2,Unknown,2022,0.25,0,0,0
Apple iMac M1 24 inch,256 GB,UnknownToshiba,Embedded,Unknown,Apr 2021,M1,Unknown,2021,0.25,0,0,0
Asgard AN4+,1 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,DRAM-less(32 MB HMB),2023,1,0,0,0
Asgard AN4+,2 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,DRAM-less(32 MB HMB),2023,2,0,0,0
Asgard AN4,1 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,2021,IG5236,1024 MB(1 TB model),2021,1,2,6,8
Asgard AN3.0,512 GB,TLCYMTC128-layer,M.2 2280,PCIe 3.0 x4,2021,MAP1202A-F1C,DRAM-less(64 MB HMB),2021,0.5,0,0,0
Asgard AN3.0,1 TB,TLCYMTC128-layer,M.2 2280,PCIe 3.0 x4,2021,MAP1202A-F1C,DRAM-less(64 MB HMB),2021,1,0,0,0
Asgard AN3+,512 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2018,STAR1000P,1024 MB(1 TB model),2018,0.5,0,0,0
Asgard AN3+,1 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2018,STAR1000P,1024 MB(1 TB model),2018,1,0,0,0
Asura Genesis Xtreme,256 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2019,Phison E12,1024 MB(1 TB model),2019,0.25,0,0,0
Asura Genesis Xtreme,512 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2019,Phison E12,1024 MB(1 TB model),2019,0.5,0,0,0
Asura Genesis Xtreme,1 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2019,Phison E12,1024 MB(1 TB model),2019,1,0,0,0
Asura Genesis Xtreme,2 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2019,Phison E12,1024 MB(1 TB model),2019,2,0,0,0
ASUS ROG RAIDR Express,240 GB,MLCToshibaPlanar,Add-In Card,PCIe 2.0 x2,Jul 2013,SF-2281,DRAM-less,2013,0.234375,0,0,0
ASUS ROG Ally SSD (Micron 2400),512 GB,QLCMicron176-layer,M.2 2230,PCIe 4.0 x4,2022,SM2269XT,DRAM-less(64 MB HMB),2022,0.5,0.5,0,0
ASUS ROG Ally SSD (WD SN740),512 GB,TLCKioxia112-layer,M.2 2230,PCIe 4.0 x4,May 2022,WD 20-82-10081,DRAM-less(64 MB HMB),2022,0.5,0.5,0,6
ASUS ROG Ally SSD (WD SN740),1 TB,TLCKioxia112-layer,M.2 2230,PCIe 4.0 x4,May 2022,WD 20-82-10081,DRAM-less(64 MB HMB),2022,1,0.5,0,8
ASUS ROG SQ7,1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,May 2022,Phison E18,1024 MB(1 TB model),2022,1,0,0,8
Ayaneo 2,1 TB,QLCIntel144-layer,M.2 2280,PCIe 3.0 x4,2023,RTS5765DL,DRAM-less(64 MB HMB),2023,1,1,0,6
Biostar M700 (Micron B17A),256 GB,TLCMicron64-layer,M.2 2280,PCIe 3.0 x4,Nov 2019,SM2263XT,DRAM-less(64 MB HMB),2019,0.25,0,0,0
Biostar M700 (Micron B17A),512 GB,TLCMicron64-layer,M.2 2280,PCIe 3.0 x4,Nov 2019,SM2263XT,DRAM-less(64 MB HMB),2019,0.5,0,0,0
Biostar M700 (Micron B17A),1 TB,TLCMicron64-layer,M.2 2280,PCIe 3.0 x4,Nov 2019,SM2263XT,DRAM-less(64 MB HMB),2019,1,0,0,0
Biostar M700 (Micron B16A),512 GB,TLCMicron64-layer,M.2 2280,PCIe 3.0 x4,Nov 2019,SM2263XT,DRAM-less(64 MB HMB),2019,0.5,0,0,0
Biostar M700 (Spectek B17A),256 GB,TLCSpecTek64-layer,M.2 2280,PCIe 3.0 x4,Nov 2019,SM2263XT,DRAM-less(64 MB HMB),2019,0.25,0,0,0
Biwin X570,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,2025,MAP1806A,Unknown,2025,2,0,0,0
Biwin X570,4 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,2025,MAP1806A,Unknown,2025,4,0,0,0
Biwin NV7400 (Micron B58R 1Tb TLC FortisFlash),500 GB,TLCMicron232-layer,M.2 2280,PCIe 4.0 x4,2024,MAP1602A,DRAM-less(40 MB HMB),2024,0.48828125,0,0,0
Biwin NV7400 (Micron B58R 1Tb TLC FortisFlash),1 TB,TLCMicron232-layer,M.2 2280,PCIe 4.0 x4,2024,MAP1602A,DRAM-less(40 MB HMB),2024,1,0,0,0
Biwin NV7400 (Micron B58R 1Tb TLC FortisFlash),2 TB,TLCMicron232-layer,M.2 2280,PCIe 4.0 x4,2024,MAP1602A,DRAM-less(40 MB HMB),2024,2,0,0,0
Biwin NV7400 (YMTC TLC EET1A 1Tb),500 GB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Unreleased,MAP1602A,DRAM-less(40 MB HMB),ased,0.48828125,0,0,0
Biwin NV7400 (YMTC TLC EET1A 1Tb),1 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Unreleased,MAP1602A,DRAM-less(40 MB HMB),ased,1,0,0,0
Biwin NV7400 (YMTC TLC EET1A 1Tb),2 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Unreleased,MAP1602A,DRAM-less(40 MB HMB),ased,2,0,0,0
Biwin Black Opal X570 Pro,1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Mar 2025,SM2508,1024 MB(1 TB model),2025,1,0,0,0
Biwin Black Opal X570 Pro,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Mar 2025,SM2508,1024 MB(1 TB model),2025,2,0,0,0
Biwin Black Opal X570 Pro,4 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Mar 2025,SM2508,1024 MB(1 TB model),2025,4,0,0,0
CFD Gaming PG5NFZ,1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Oct 2022,Phison E26,2048 MB(1 TB model),2022,1,0,0,0
CFD Gaming PG5NFZ,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Oct 2022,Phison E26,2048 MB(1 TB model),2022,2,0,0,0
CFD Gaming PG5NFZ,4 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Oct 2022,Phison E26,2048 MB(1 TB model),2022,4,0,0,0
Colorful CN700,512 GB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Oct 2022,MAP1602A,DRAM-less(64 MB HMB),2022,0.5,0,0,0
Colorful CN700,1 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Oct 2022,MAP1602A,DRAM-less(64 MB HMB),2022,1,0,0,0
Corsair MP700 Pro (w/ Heatsink),1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Jan 2023,Phison E26,2048 MB(1 TB model),2023,1,0,0,12
Corsair MP700 Pro (w/ Heatsink),2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Jan 2023,Phison E26,2048 MB(1 TB model),2023,2,6,8,12
Corsair MP700 Pro SE Hydro X,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,May 2024,Phison E26,4096 MB(2 TB model),2024,2,0,0,0
Corsair MP700 Pro SE Hydro X,4 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,May 2024,Phison E26,4096 MB(2 TB model),2024,4,6,8,12
Corsair MP700 Pro SE,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,May 2024,Phison E26,4096 MB(2 TB model),2024,2,0,0,0
Corsair MP700 Pro SE,4 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,May 2024,Phison E26,4096 MB(2 TB model),2024,4,6,8,12
Corsair MP700 Pro Hydro X,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Nov 2023,Phison E26,4096 MB(2 TB model),2023,2,6,8,12
Corsair MP700 Pro,1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Jan 2023,Phison E26,2048 MB(1 TB model),2023,1,0,0,12
Corsair MP700 Pro,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Jan 2023,Phison E26,2048 MB(1 TB model),2023,2,6,8,12
Corsair MP700 Elite (w/ Heatsink),1 TB,TLCKioxia218-layer,M.2 2280,PCIe 5.0 x4,Nov 2024,Phison E31T,DRAM-less(64 MB HMB),2024,1,0,0,0
Corsair MP700 Elite (w/ Heatsink),2 TB,TLCKioxia218-layer,M.2 2280,PCIe 5.0 x4,Nov 2024,Phison E31T,DRAM-less(64 MB HMB),2024,2,0,0,0
Corsair MP700 Elite,1 TB,TLCKioxia218-layer,M.2 2280,PCIe 5.0 x4,Nov 2024,Phison E31T,DRAM-less(64 MB HMB),2024,1,0,0,0
Corsair MP700 Elite,2 TB,TLCKioxia218-layer,M.2 2280,PCIe 5.0 x4,Nov 2024,Phison E31T,DRAM-less(64 MB HMB),2024,2,2,4,6
Corsair MP700,1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Jan 2023,Phison E26,2048 MB(1 TB model),2023,1,0,0,12
Corsair MP700,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Jan 2023,Phison E26,2048 MB(1 TB model),2023,2,6,8,12
Corsair MP600 PRO XT Hydro X,2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,2048 MB(2 TB model),2021,2,1,6,8
Corsair MP600 PRO XT Hydro X,4 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,2048 MB(2 TB model),2021,4,0,0,0
Corsair MP600 PRO XT (Phison E18 + Kioxia BiCS5),8 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2022,Phison E18,2048 MB(8 TB model),2022,8,0,0,0
Corsair MP600 PRO XT,1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,1024 MB(1 TB model),2021,1,0,0,0
Corsair MP600 PRO XT,2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,1024 MB(1 TB model),2021,2,1,6,8
Corsair MP600 PRO XT,4 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,1024 MB(1 TB model),2021,4,0,0,0
Corsair MP600 Pro NH (Phison E18 + Kioxia BiCS5),2 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Nov 2022,Phison E18,2048 MB(2 TB model),2022,2,0,0,12
Corsair MP600 Pro NH (Phison E18 + Kioxia BiCS5),8 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Nov 2022,Phison E18,2048 MB(2 TB model),2022,8,0,0,12
Corsair MP600 Pro NH (Phison E18 + Micron B47R),500 GB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Nov 2022,Phison E18,1024 MB(1 TB model),2022,0.48828125,0,0,10
Corsair MP600 Pro NH (Phison E18 + Micron B47R),1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Nov 2022,Phison E18,1024 MB(1 TB model),2022,1,0,0,12
Corsair MP600 Pro NH (Phison E18 + Micron B47R),2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Nov 2022,Phison E18,1024 MB(1 TB model),2022,2,0,0,12
Corsair MP600 Pro NH (Phison E18 + Micron B47R),4 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Nov 2022,Phison E18,1024 MB(1 TB model),2022,4,0,0,12
Corsair MP600 Pro LPX (Kioxia BiCS5 TLC 512Gb),2 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Jan 2022,Phison E18,2048 MB(2 TB model),2022,2,1,6,8
Corsair MP600 Pro LPX (Micron TLC B47R 512Gb),500 GB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jan 2022,Phison E18,1024 MB(1 TB model),2022,0.48828125,0,0,8
Corsair MP600 Pro LPX (Micron TLC B47R 512Gb),1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jan 2022,Phison E18,1024 MB(1 TB model),2022,1,0,0,8
Corsair MP600 Pro LPX (Micron TLC B47R 512Gb),2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jan 2022,Phison E18,1024 MB(1 TB model),2022,2,1,6,8
Corsair MP600 Pro LPX (Micron TLC B47R 512Gb),4 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jan 2022,Phison E18,1024 MB(1 TB model),2022,4,0,0,0
Corsair MP600 Pro Hydro X,2 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,2048 MB(2 TB model),2021,2,0,0,0
Corsair MP600 PRO,1 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,1024 MB(1 TB model),2021,1,1,4,8
Corsair MP600 PRO,2 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,1024 MB(1 TB model),2021,2,0,0,0
Corsair MP600 PRO,4 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,1024 MB(1 TB model),2021,4,0,0,0
Corsair MP600 Mini,1 TB,TLCKioxia162-layer,M.2 2230,PCIe 4.0 x4,Apr 2024,Phison E27T,DRAM-less(64 MB HMB),2024,1,1,4,6
Corsair MP600 Mini,2 TB,TLCKioxia162-layer,M.2 2230,PCIe 4.0 x4,Apr 2024,Phison E27T,DRAM-less(64 MB HMB),2024,2,0,0,0
Corsair MP600 Mini (Phison E21T + Micron B47R),1 TB,TLCMicron176-layer,M.2 2230,PCIe 4.0 x4,Apr 2023,Phison E21T,DRAM-less(64 MB HMB),2023,1,2,4,4
Corsair MP600 GS,500 GB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Nov 2022,Phison E21T,DRAM-less(64 MB HMB),2022,0.48828125,0,0,6
Corsair MP600 GS,1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Nov 2022,Phison E21T,DRAM-less(64 MB HMB),2022,1,0,0,6
Corsair MP600 GS,2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Nov 2022,Phison E21T,DRAM-less(64 MB HMB),2022,2,2,4,6
Corsair MP600 Elite (w/ Heatsink),1 TB,TLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,Jan 2024,Phison E27T,DRAM-less(64 MB HMB),2024,1,0,0,0
Corsair MP600 Elite (w/ Heatsink),2 TB,TLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,Jan 2024,Phison E27T,DRAM-less(64 MB HMB),2024,2,1,4,6
Corsair MP600 Elite,1 TB,TLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,Jan 2024,Phison E27T,DRAM-less(64 MB HMB),2024,1,0,0,0
Corsair MP600 Elite,2 TB,TLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,Jan 2024,Phison E27T,DRAM-less(64 MB HMB),2024,2,1,4,6
Corsair MP600 Core XT,1 TB,QLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Apr 2023,Phison E21T,DRAM-less(64 MB HMB),2023,1,0,4,6
Corsair MP600 Core XT,2 TB,QLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Apr 2023,Phison E21T,DRAM-less(64 MB HMB),2023,2,2,4,4
Corsair MP600 Core XT,4 TB,QLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Apr 2023,Phison E21T,DRAM-less(64 MB HMB),2023,4,0,0,6
Corsair MP600 Core Mini (Phison E21T + Micron N48R),2 TB,QLCMicron176-layer,M.2 2230,PCIe 4.0 x4,Apr 2023,Phison E21T,DRAM-less(64 MB HMB),2023,2,2,4,4
Corsair MP600 CORE,1 TB,QLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E16,1024 MB(1 TB model),2021,1,0,0,8
Corsair MP600 CORE,2 TB,QLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E16,1024 MB(1 TB model),2021,2,0,0,8
Corsair MP600 CORE,4 TB,QLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E16,1024 MB(1 TB model),2021,4,0,0,8
Corsair MP600,500 GB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,2019,Phison E16,1024 MB(1 TB model),2019,0.48828125,0,0,8
Corsair MP600,1 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,2019,Phison E16,1024 MB(1 TB model),2019,1,2,4,8
Corsair MP600,2 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,2019,Phison E16,1024 MB(1 TB model),2019,2,0,0,0
Corsair MP510 (Kioxia BiCS3),240 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Oct 2016,Phison E12,1024 MB(960 GB model),2016,0.234375,0,0,0
Corsair MP510 (Kioxia BiCS3),480 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Oct 2016,Phison E12,1024 MB(960 GB model),2016,0.46875,0,0,0
Corsair MP510 (Kioxia BiCS3),960 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Oct 2016,Phison E12,1024 MB(960 GB model),2016,0.9375,0.5,4,6
Corsair MP400,1 TB,QLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Oct 2020,Phison E12S,512 MB(1 TB model),2020,1,0.5,4,6
Corsair MP400,2 TB,QLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Oct 2020,Phison E12S,512 MB(1 TB model),2020,2,0,0,0
Corsair MP400,4 TB,QLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Oct 2020,Phison E12S,512 MB(1 TB model),2020,4,0,0,0
Corsair MP400,8 TB,QLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Oct 2020,Phison E12S,512 MB(1 TB model),2020,8,0,0,8
Corsair MP300,120 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x2,Jun 2018,Phison E8,1024 MB(960 GB model),2018,0.1171875,0,0,0
Corsair MP300,240 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x2,Jun 2018,Phison E8,1024 MB(960 GB model),2018,0.234375,0,0,0
Corsair MP300,480 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x2,Jun 2018,Phison E8,1024 MB(960 GB model),2018,0.46875,0,0,0
Corsair MP300,960 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x2,Jun 2018,Phison E8,1024 MB(960 GB model),2018,0.9375,0,0,0
Crucial X8,500 GB,QLCMicron64-layer,M.2 2280,PCIe 3.0 x4,Oct 2019,SM2263EN,1024 MB(1 TB model),2019,0.48828125,0,0,0
